Date,Open,High,Low,Close,Volume
2025-12-18,3750.0,3820.0,3750.0,3780.0,262527300
2025-12-19,3800.0,3810.0,3760.0,3770.0,228583500
2025-12-22,3770.0,3780.0,3750.0,3760.0,161680300
2025-12-23,3760.0,3780.0,3730.0,3770.0,138427000
2025-12-24,3770.0,3790.0,3750.0,3770.0,121073600
2025-12-29,3780.0,3790.0,3760.0,3780.0,238061500
2025-12-30,3690.0,3690.0,3650.0,3660.0,274402200
2026-01-02,3660.0,3670.0,3620.0,3640.0,191985100
2026-01-05,3630.0,3660.0,3590.0,3630.0,230544800
2026-01-06,3630.0,3690.0,3630.0,3680.0,175820800
2026-01-07,3680.0,3710.0,3660.0,3700.0,195024700
2026-01-08,3710.0,3760.0,3700.0,3710.0,182019700
2026-01-09,3730.0,3740.0,3670.0,3680.0,143474700
2026-01-12,3680.0,3740.0,3660.0,3700.0,215159700
2026-01-13,3700.0,3730.0,3670.0,3720.0,227620800
2026-01-14,3740.0,3750.0,3700.0,3720.0,170097000
2026-01-15,3730.0,3850.0,3730.0,3820.0,407151300
2026-01-19,3850.0,3900.0,3810.0,3840.0,359652500
2026-01-20,3840.0,3880.0,3820.0,3850.0,170245800
2026-01-21,3850.0,3850.0,3800.0,3820.0,273678200
2026-01-22,3850.0,3850.0,3790.0,3810.0,153742700
2026-01-23,3810.0,3850.0,3760.0,3850.0,164603900
2026-01-26,3840.0,3850.0,3800.0,3850.0,120002700
2026-01-27,3850.0,3850.0,3780.0,3820.0,157633200
2026-01-28,3630.0,3780.0,3540.0,3590.0,726740400
2026-01-29,3550.0,3780.0,3290.0,3780.0,781321200
2026-01-30,3780.0,3890.0,3740.0,3810.0,532329000
2026-02-02,3860.0,3880.0,3750.0,3830.0,334659200
2026-02-03,3860.0,3870.0,3760.0,3800.0,201224300
2026-02-04,3820.0,3880.0,3800.0,3870.0,251005600
2026-02-05,3850.0,3940.0,3840.0,3850.0,342757200
2026-02-06,3800.0,3850.0,3770.0,3780.0,279127200
2026-02-09,3790.0,3800.0,3710.0,3770.0,215606400
2026-02-10,3750.0,3790.0,3730.0,3780.0,181835800
2026-02-11,3790.0,3800.0,3740.0,3800.0,147378100
2026-02-12,3780.0,3790.0,3760.0,3790.0,185678800
2026-02-13,3780.0,3800.0,3750.0,3780.0,144473700
2026-02-18,3780.0,3840.0,3760.0,3830.0,135223700
2026-02-19,3850.0,3850.0,3770.0,3770.0,154562300
2026-02-20,3790.0,3870.0,3780.0,3840.0,191533500
2026-02-23,3880.0,3910.0,3860.0,3900.0,189611200
2026-02-24,3880.0,3890.0,3860.0,3870.0,191295900
2026-02-25,3880.0,3980.0,3880.0,3970.0,263027700
2026-02-26,3970.0,3970.0,3920.0,3950.0,146158100
2026-02-27,3950.0,3950.0,3880.0,3910.0,263179300
2026-03-02,3840.0,3840.0,3800.0,3820.0,204655700
2026-03-03,3820.0,3840.0,3770.0,3770.0,113600400
2026-03-04,3770.0,3770.0,3660.0,3690.0,215656600
2026-03-05,3720.0,3780.0,3720.0,3750.0,96625300
2026-03-06,3750.0,3750.0,3670.0,3670.0,136987800
2026-03-09,3590.0,3630.0,3560.0,3570.0,215587500
2026-03-10,3600.0,3610.0,3560.0,3560.0,175353400
2026-03-11,3580.0,3600.0,3560.0,3580.0,100862200
2026-03-12,3580.0,3610.0,3570.0,3570.0,141366700
2026-03-13,3560.0,3590.0,3510.0,3510.0,159393900
2026-03-16,3500.0,3510.0,3430.0,3480.0,160328700
2026-03-17,3500.0,3530.0,3480.0,3480.0,204208500
2026-03-25,3440.0,3540.0,3410.0,3540.0,379422800
2026-03-26,3540.0,3570.0,3480.0,3490.0,162060500
2026-03-27,3460.0,3490.0,3420.0,3420.0,207067900
2026-03-30,3350.0,3390.0,3330.0,3360.0,317467700
2026-03-31,3350.0,3400.0,3330.0,3330.0,298589200
2026-04-01,3400.0,3440.0,3330.0,3350.0,279604500
2026-04-02,3340.0,3390.0,3320.0,3320.0,242569200
2026-04-06,3340.0,3360.0,3290.0,3310.0,184143400
2026-04-07,3310.0,3320.0,3220.0,3230.0,273842700
2026-04-08,3340.0,3370.0,3330.0,3340.0,416112900
2026-04-09,3310.0,3330.0,3260.0,3280.0,319141400
2026-04-10,3290.0,3400.0,3290.0,3390.0,353451500
2026-04-13,3390.0,3410.0,3350.0,3370.0,176083800
2026-04-14,3420.0,3490.0,3420.0,3460.0,280543100
2026-04-15,3500.0,3510.0,3400.0,3400.0,332898200
2026-04-16,3400.0,3430.0,3380.0,3410.0,228465700
2026-04-17,3410.0,3450.0,3410.0,3430.0,209108800
2026-04-20,3440.0,3470.0,3420.0,3440.0,354461400
2026-04-21,3250.0,3300.0,3230.0,3270.0,398239800
2026-04-22,3260.0,3280.0,3240.0,3240.0,223077500
2026-04-23,3240.0,3270.0,3150.0,3160.0,352657300
2026-04-24,3120.0,3150.0,3060.0,3070.0,428089200
2026-04-27,3060.0,3100.0,3050.0,3050.0,216480300
2026-04-28,3050.0,3080.0,3020.0,3070.0,232596600
2026-04-29,3070.0,3110.0,3050.0,3070.0,180641600
2026-04-30,3050.0,3060.0,2980.0,2990.0,382750500
2026-05-01,,,,,
2026-05-04,3010.0,3040.0,3000.0,3040.0,190480000
2026-05-05,3050.0,3170.0,3040.0,3150.0,253157600
2026-05-06,3150.0,3190.0,3130.0,3160.0,185002500
2026-05-07,3200.0,3330.0,3190.0,3310.0,312804400
2026-05-08,3310.0,3360.0,3260.0,3260.0,335638700
2026-05-11,3260.0,3280.0,3200.0,3200.0,196431000
2026-05-12,3200.0,3240.0,3170.0,3220.0,151508100
2026-05-13,3200.0,3210.0,3120.0,3120.0,155231500
2026-05-14,3120.0,3120.0,3120.0,3120.0,0
2026-05-15,3120.0,3120.0,3120.0,3120.0,0
2026-05-18,3040.0,3100.0,3010.0,3060.0,348373200
2026-05-19,3060.0,3140.0,3040.0,3040.0,224758600
2026-05-20,3060.0,3110.0,3030.0,3040.0,273501800
2026-05-21,3050.0,3090.0,3020.0,3020.0,173346000
2026-05-22,3020.0,3070.0,3000.0,3050.0,158122200
2026-05-25,3090.0,3220.0,3080.0,3170.0,242782900
2026-05-26,3150.0,3150.0,3070.0,3070.0,185037400
2026-05-27,3070.0,3070.0,3070.0,3070.0,0
2026-05-28,3070.0,3070.0,3070.0,3070.0,0
2026-05-29,3060.0,3080.0,2950.0,2950.0,1073661600
2026-06-01,,,,,
2026-06-02,3000.0,3040.0,2980.0,3040.0,320974000
2026-06-03,3050.0,3070.0,2900.0,2900.0,411746000
2026-06-04,2900.0,2930.0,2780.0,2810.0,493450500
2026-06-05,2780.0,2830.0,2730.0,2740.0,310053600
2026-06-08,2700.0,2750.0,2590.0,2590.0,626878600
2026-06-09,2540.0,2800.0,2540.0,2790.0,873192700
2026-06-10,2790.0,2910.0,2730.0,2880.0,704423000
2026-06-11,2880.0,2960.0,2780.0,2850.0,465509700
2026-06-12,2880.0,2900.0,2830.0,2850.0,450530000
2026-06-15,2890.0,3050.0,2890.0,2990.0,622216400
2026-06-16,,,,,
2026-06-17,3020.0,3130.0,3010.0,3080.0,512048000
2026-06-18,3040.0,3060.0,2960.0,2960.0,356398400
2026-06-19,2960.0,3000.0,2910.0,2930.0,514857200
2026-06-22,2930.0,2940.0,2870.0,2870.0,250025400
2026-06-23,2870.0,2940.0,2860.0,2910.0,271555000
2026-06-24,2930.0,2980.0,2800.0,2810.0,330171300
2026-06-25,2800.0,2920.0,2790.0,2850.0,343497900
2026-06-26,2850.0,2880.0,2810.0,2870.0,200394100
2026-06-29,2880.0,2890.0,2830.0,2840.0,173099600
2026-06-30,2810.0,2840.0,2730.0,2730.0,346190100
2026-07-01,2700.0,2750.0,2670.0,2670.0,302582100
2026-07-02,2680.0,2730.0,2630.0,2690.0,366662800
2026-07-03,2710.0,2740.0,2700.0,2710.0,219292600
2026-07-06,2710.0,2790.0,2680.0,2790.0,257473000
2026-07-07,2810.0,2890.0,2800.0,2860.0,265534600
2026-07-08,2860.0,2870.0,2770.0,2790.0,253336100
2026-07-09,2770.0,2790.0,2730.0,2780.0,244821900
2026-07-10,2790.0,2810.0,2760.0,2790.0,144957900
2026-07-13,2790.0,2870.0,2780.0,2870.0,211532100
2026-07-14,2880.0,2890.0,2800.0,2800.0,273911200
2026-07-15,2840.0,2870.0,2810.0,2830.0,182403300
2026-07-16,2840.0,2880.0,2830.0,2860.0,197705800
2026-07-17,2860.0,3000.0,2840.0,2970.0,439266600
2026-07-20,3000.0,3080.0,2990.0,3020.0,393555500
2026-07-21,3080.0,3080.0,3040.0,3070.0,320262200
2026-07-22,3080.0,3080.0,3020.0,3020.0,200041000
2026-07-23,3030.0,3070.0,2990.0,2990.0,217693500
2026-07-24,2970.0,3020.0,2940.0,2960.0,290905700
2026-07-27,2930.0,2980.0,2920.0,2950.0,201363300
2026-07-28,2930.0,2970.0,2920.0,2930.0,220772100
2026-07-29,2930.0,2950.0,2910.0,2920.0,132102100
2026-07-30,2930.0,3010.0,2920.0,2990.0,220548900
2026-07-31,3000.0,3040.0,2980.0,3040.0,226634400
2026-08-03,3030.0,3030.0,2980.0,3020.0,119721600
2026-08-04,3020.0,3060.0,3000.0,3060.0,191121700
2026-08-05,3060.0,3070.0,3020.0,3020.0,111460100
2026-08-06,3030.0,3070.0,3030.0,3040.0,117685400
2026-08-07,3050.0,3130.0,3040.0,3130.0,349136300
2026-08-10,3140.0,3160.0,3090.0,3090.0,232230700
2026-08-11,3100.0,3110.0,3060.0,3090.0,179274900
2026-08-12,3090.0,3130.0,3080.0,3130.0,158307500
2026-08-13,3130.0,3130.0,3080.0,3110.0,165084600
2026-08-14,3110.0,3150.0,3090.0,3120.0,118492200
2026-08-17,,,,,
2026-08-18,3120.0,3140.0,3080.0,3080.0,153801000
2026-08-19,3080.0,3100.0,3040.0,3080.0,101112000
